ciclo,ramo,unidad_resp,clave,nombre_actual,nombre_ant,ano_inicio,ano_oper,derecho_bienestar_directo,derecho_bienestar_indirecto,areas_atencion,objetivo,eje_alineado,tema_alineado,indicador_alineado,programa_alineado,sexo,etapa,grupos,ambito,apoyos,modo_apoyos,unidad_territorial,entidades,difinida_pp,medida_pp,cuantific_pp,definida_po,medida_po,cuantific_po,definida_pa,medida_pa,cuantific_pa,cobertura,eficiencia,presupuesto_original,presupuesto_modificado,presupuesto_ejercido
2014,educacion publica,subsecretaria de educacion superior,s243,programa nacional de becas,programa de becas | becas para posgrado fullbright-robles | programa piloto becas-salario | programa nacional de becas y financiamiento (pronabes) | programa de becas de apoyo a la educacion basica de madres jovenes y jovenes embarazadas | programa beca de apoyo a la practica intensiva y al servicio social para estudiantes de septimo y octavo semestres de escuelas normales.,2014,2014,educacion,bienestar economico,becas,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,garantizar la inclusion y la equidad en el sistema educativo,"tasa de abandono escolar en educacion primaria, secundaria y media superior por servicio","asegurar mayor cobertura, inclusion y equidad educativa entre todos los grupos de la poblacion para la construccion de una sociedad mas justa",ambos,jovenes,estudiantes,ambos,becas,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,estudiantes,5849586,1,estudiantes,1511064.0,1,estudiantes,1923579.0,32.88,127.3,13587.65,11941.76,11941.76
2014,educacion publica,direccion general de television educativa,s244,programa para la inclusion y la equidad educativa,fortalecimiento de la educacion especial y de la integracion educativa | programa de educacion prescolar y primaria para nioos y nioas de familias jornaleras agricolas migrantes | programa asesor tecnico pedagogico | fortalecimiento del servicio de la educacion telesecundaria | atencion educativa a grupos en situacion vulnerable | educacion para personas con discapacidad | fortalecimiento a las acciones asociadas a la educacion indigena.,2014,2014,educacion,NA,servicios educativos,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,garantizar la inclusion y la equidad en el sistema educativo,"tasa de abandono escolar en educacion primaria, secundaria y media superior por servicio","asegurar mayor cobertura, inclusion y equidad educativa entre todos los grupos de la poblacion para la construccion de una sociedad mas justa",NA,NA,instituciones,ambos,subsidios,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,instituciones,NA,1,instituciones,NA,1,instituciones,NA,NA,NA,545.28,464.86,464.86
2014,educacion publica,direccion general de educacion superior universitaria,s245,programa de fortalecimiento de la calidad en instituciones educativas,"programa de mejoramiento institucional de las escuelas normales publicas | programa integral de fortalecimiento institucional | fortalecimiento de la calidad en las escuelas normales | fondo de apoyo a la calidad de las universidades tecnologicas (incluye equipamiento, laboratorios y talleres) | fondo para la consolidacion de las universidades interculturales.",2014,2014,educacion,NA,servicios educativos,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,desarrollar el potencial humano de los mexicanos con educacion de calidad,porcentaje de estudiantes inscritos en programas de licenciatura reconocidos por su calidad.,"fortalecer la calidad y pertinencia de la educacion media superior, superior y formacion para el trabajo, a fin de que contribuyan al desarrollo de mexico",NA,NA,instituciones,ambos,subsidios,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,"ies publicas, estatales y afines",792,1,"ies publicas, estatales y afines",471.0,1,"ies publicas, estatales y afines",374.0,47.22,79.41,2236.85,2060.26,2060.26
2014,educacion publica,subsecretaria de educacion basica,s246,programa de fortalecimiento de la calidad en educacion basica,programa nacional de lectura | programa escuela siempre abierta a la comunidad | reforma curricular en educacion basica  |  programa nacional de ingles en educacion basica  | promocion y fomento de libros y la lectura.,2014,2014,educacion,NA,financiamiento para proyectos educativos,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,desarrollar el potencial humano de los mexicanos con educacion de calidad,porcentaje de estudiantes que obtienen el nivel de logro educativo insuficiente en los dominios de espaool y matematicas evaluados por excale en educacion basica,asegurar la calidad de los aprendizajes en la educacion basica y la formacion integral de todos los grupos de la poblacion,ambos,infancia,estudiantes,ambos,servicios educativos,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,escuelas,227665,1,escuelas,NA,1,escuelas,NA,NA,NA,800.0,1254.55,1254.55
2014,educacion publica,tecnologico nacional de mexico,s247,programa para el desarrollo profesional docente,programa de mejoramiento del profesorado (promep) | programa del sistema nacional de formacion continua y superacion profesional de maestros de educacion basica en servicio |  formacion de docentes de la educacion media superior.,2014,2014,educacion,NA,capacitacion | adiestramiento tecnico,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,desarrollar el potencial humano de los mexicanos con educacion de calidad,proporcion de plazas docentes contratadas por concurso de oposicion en educacion basica (ppcceb),asegurar la calidad de los aprendizajes en la educacion basica y la formacion integral de todos los grupos de la poblacion,ambos,personas adultas,personal docente,ambos,capacitacion,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personal docente,NA,1,personal docente,NA,1,personal docente,NA,NA,NA,979.46,858.56,858.56
2014,educacion publica,direccion general de educacion superior universitaria,u006,subsidios federales para organismos descentralizados estatales,subsidios federales para organismos descentralizados estatales,2008,2014,educacion,NA,servicios educativos,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,garantizar la inclusion y la equidad en el sistema educativo,tasa bruta de escolarizacion de educacion media superior y superior,"asegurar mayor cobertura, inclusion y equidad educativa entre todos los grupos de la poblacion para la construccion de una sociedad mas justa",NA,NA,instituciones,ambos,financiamiento de servicios,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,organismos descentralizados estatales de educacion media superior y superior,3461,1,organismos descentralizados estatales de educacion media superior y superior,3461.0,1,organismos descentralizados estatales apoyados,3461.0,100.0,100.0,69403.85,70877.78,70877.78
2014,educacion publica,oficialia mayor,u031,fortalecimiento a la educacion temprana y el desarrollo infantil,fortalecimiento a la educacion temprana y el desarrollo infantil,2007,2014,educacion,NA,financiamiento para proyectos educativos,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,garantizar la inclusion y la equidad en el sistema educativo,"tasa de abandono escolar en educacion primaria, secundaria y media superior por servicio","asegurar mayor cobertura, inclusion y equidad educativa entre todos los grupos de la poblacion para la construccion de una sociedad mas justa",NA,prenatal y/o lactante,guarderias,ambos,servicios de estancias infantiles,no monetario,entidades federativas,aguascalientes | baja california sur | chiapas | chihuahua | colima | durango | guerrero | jalisco | mexico | michoacan de ocampo | morelos | nayarit | oaxaca | puebla | tabasco | tamaulipas | zacatecas,1,entidades federativas,32,1,entidades federativas,15.0,1,entidades federativas,17.0,53.13,113.33,850.0,747.0,747.0
2014,educacion publica,direccion general de educacion superior universitaria,u040,programa de carrera docente (upes),programa de carrera docente (upes),2007,2014,educacion,NA,financiamiento para proyectos educativos,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,desarrollar el potencial humano de los mexicanos con educacion de calidad,porcentaje de estudiantes inscritos en programas de licenciatura reconocidos por su calidad.,"fortalecer la calidad y pertinencia de la educacion media superior, superior y formacion para el trabajo, a fin de que contribuyan al desarrollo de mexico",ambos,NA,instituciones,urbano,estimulos economicos,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,universidades publicas estatales,34,1,universidades publicas estatales,34.0,1,universidades publicas estatales,34.0,100.0,100.0,385.09,384.82,384.82
2014,educacion publica,consejo nacional para la cultura y las artes,u059,instituciones estatales de cultura,instituciones estatales de cultura,2007,2014,educacion,NA,cultura,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,ampliar el acceso a la cultura como un medio para la formacion integral de los ciudadanos,proporcion de estudiantes beneficiados con los servicios y actividades artisticos y culturales,promover y difundir el arte y la cultura como recursos formativos privilegiados para impulsar la educacion integral,NA,NA,instituciones,ambos,actividades recreativas y culturales,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,dependencias estatales,32,1,dependencias estatales,32.0,1,instancias estatales de cultura,32.0,100.0,100.0,1025.96,1330.48,1330.48
2014,educacion publica,direccion general de educacion superior universitaria,u067,fondo para elevar la calidad de la educacion superior,fondo para elevar la calidad de la educacion superior,2007,2014,educacion,NA,financiamiento para proyectos educativos,ampliar el acceso a una sociedad equitativa e incluyente,mexico con educacion de calidad,desarrollar el potencial humano de los mexicanos con educacion de calidad,porcentaje de estudiantes inscritos en programas de licenciatura reconocidos por su calidad.,"fortalecer la calidad y pertinencia de la educacion media superior, superior y formacion para el trabajo, a fin de que contribuyan al desarrollo de mexico",NA,NA,instituciones,urbano,financiamiento de proyectos sociales,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,universidades,37,1,universidades apoyadas,37.0,1,universidades publicas estatales,37.0,100.0,100.0,1037.97,1019.28,1019.28
